Credit_Score,Pais,Genero,Idade,Tempo_Credito,Balanco,Qtd_Produtos,Possui_Cartao,Membro_Ativo,Salario_Anual,Churn
608,SPAIN,Male,41.0,7,0.0,1,0.0,1.0,1011687.0,0.0
570,SPAIN,Female,41.0,10,128306.96,1,1.0,0.0,1011687.0,0.0
817,SPAIN,Female,41.0,5,125268.03,1,0.0,0.0,1011687.0,0.0
683,SPAIN,Male,41.0,1,76915.84,1,1.0,1.0,1011687.0,0.0
691,SPAIN,Male,41.0,1,142644.64,1,0.0,0.0,1011687.0,0.0
710,SPAIN,Male,41.0,3,0.0,2,1.0,0.0,1011687.0,0.0
743,SPAIN,Male,41.0,7,0.0,1,1.0,1.0,1011687.0,0.0
682,SPAIN,Female,41.0,0,0.0,1,1.0,1.0,1011687.0,1.0
806,SPAIN,Male,41.0,3,129897.53,1,1.0,1.0,1011687.0,0.0
703,SPAIN,Male,41.0,6,152685.4,1,0.0,1.0,1011687.0,0.0
576,SPAIN,Male,41.0,4,0.0,2,0.0,0.0,1011687.0,0.0
681,SPAIN,Male,41.0,6,0.0,2,1.0,1.0,1011687.0,0.0
655,SPAIN,Female,41.0,3,0.0,2,1.0,1.0,1011687.0,0.0
661,SPAIN,Male,41.0,0,0.0,1,0.0,0.0,1011687.0,0.0
554,SPAIN,Female,41.0,4,0.0,2,1.0,0.0,1011687.0,0.0
697,SPAIN,Male,41.0,6,0.0,2,1.0,0.0,1011687.0,0.0
516,SPAIN,Female,41.0,8,0.0,1,1.0,1.0,1011687.0,1.0
569,SPAIN,Female,41.0,6,0.0,2,0.0,0.0,1011687.0,0.0
659,SPAIN,Female,41.0,8,124577.33,1,1.0,0.0,1011687.0,0.0
511,SPAIN,Female,41.0,6,0.0,2,1.0,0.0,1011687.0,0.0
683,SPAIN,Male,41.0,4,0.0,2,1.0,1.0,1011687.0,0.0
752,SPAIN,Female,41.0,9,0.0,2,1.0,0.0,1011687.0,0.0
648,SPAIN,Female,41.0,8,0.0,2,1.0,0.0,1011687.0,0.0
624,SPAIN,Female,41.0,3,66220.17,4,1.0,0.0,1011687.0,1.0
707,SPAIN,Female,41.0,9,91297.81,1,0.0,0.0,1011687.0,1.0
681,SPAIN,Male,41.0,3,0.0,2,0.0,1.0,1011687.0,0.0
644,SPAIN,Male,41.0,7,0.0,2,1.0,1.0,1011687.0,0.0
731,SPAIN,Female,41.0,6,0.0,2,1.0,0.0,1011687.0,0.0
652,SPAIN,Male,41.0,9,0.0,2,0.0,1.0,1011687.0,0.0
543,SPAIN,Male,41.0,9,0.0,2,0.0,1.0,1011687.0,0.0
595,SPAIN,Male,41.0,10,0.0,2,1.0,1.0,1011687.0,1.0
699,SPAIN,Female,41.0,0,142872.36,1,1.0,0.0,1011687.0,0.0
622,SPAIN,Male,41.0,2,0.0,2,1.0,1.0,1011687.0,0.0
775,SPAIN,Male,41.0,1,127237.28,1,0.0,0.0,1011687.0,1.0
711,SPAIN,Female,41.0,8,0.0,2,0.0,1.0,1011687.0,0.0
713,SPAIN,Male,41.0,4,0.0,2,1.0,0.0,1011687.0,0.0
586,SPAIN,Male,41.0,2,0.0,2,1.0,1.0,1011687.0,0.0
634,SPAIN,Female,41.0,7,108431.87,1,0.0,0.0,1011687.0,0.0
656,SPAIN,Male,41.0,2,0.0,2,1.0,0.0,1011687.0,0.0
600,SPAIN,Male,41.0,8,161274.46,2,1.0,1.0,1011687.0,0.0
543,SPAIN,Male,41.0,3,0.0,1,1.0,0.0,1011687.0,1.0
619,SPAIN,Male,41.0,7,0.0,1,1.0,0.0,1011687.0,1.0
557,SPAIN,Female,41.0,4,0.0,2,1.0,0.0,1011687.0,0.0
684,SPAIN,Female,41.0,1,0.0,1,1.0,1.0,1011687.0,0.0
579,SPAIN,Female,41.0,7,0.0,2,0.0,0.0,1011687.0,0.0
568,SPAIN,Male,41.0,7,0.0,1,1.0,0.0,1011687.0,0.0
703,SPAIN,Male,41.0,9,0.0,2,1.0,0.0,1011687.0,0.0
817,SPAIN,Male,41.0,0,0.0,2,1.0,0.0,1011687.0,0.0
687,SPAIN,Male,41.0,4,126477.42,1,1.0,0.0,1011687.0,0.0
687,SPAIN,Male,41.0,4,0.0,1,1.0,1.0,1011687.0,0.0
837,SPAIN,Female,41.0,3,0.0,2,1.0,1.0,1011687.0,0.0
706,SPAIN,Male,41.0,8,0.0,2,1.0,1.0,1011687.0,0.0
737,SPAIN,Female,41.0,8,0.0,1,0.0,0.0,1011687.0,0.0
443,SPAIN,Female,41.0,7,0.0,1,0.0,0.0,1011687.0,1.0
659,SPAIN,Female,41.0,2,124944.0,2,1.0,1.0,1011687.0,0.0
627,SPAIN,Male,41.0,5,100880.76,1,0.0,0.0,1011687.0,1.0
754,SPAIN,Male,41.0,7,0.0,1,1.0,1.0,1011687.0,0.0
678,SPAIN,Female,41.0,7,141434.04,1,1.0,1.0,1011687.0,0.0
755,SPAIN,Male,41.0,5,0.0,2,1.0,0.0,1011687.0,1.0
705,SPAIN,Female,41.0,3,0.0,2,1.0,1.0,1011687.0,0.0
629,SPAIN,Male,41.0,6,0.0,2,1.0,1.0,1011687.0,0.0
714,SPAIN,Male,41.0,1,146034.74,1,1.0,0.0,1011687.0,0.0
674,SPAIN,Male,41.0,2,0.0,2,1.0,0.0,1011687.0,0.0
584,SPAIN,Male,41.0,8,0.0,2,1.0,1.0,1011687.0,0.0
585,SPAIN,Female,41.0,3,0.0,1,1.0,0.0,1011687.0,1.0
616,SPAIN,Male,41.0,10,150148.51,2,1.0,1.0,1011687.0,0.0
718,SPAIN,Female,41.0,5,143318.37,1,1.0,1.0,1011687.0,0.0
826,SPAIN,Female,41.0,5,146466.46,2,0.0,0.0,1011687.0,0.0
606,SPAIN,Female,41.0,7,0.0,2,0.0,1.0,1011687.0,0.0
684,SPAIN,Male,41.0,6,0.0,1,0.0,1.0,1011687.0,1.0
811,SPAIN,Male,41.0,4,0.0,2,1.0,0.0,1011687.0,1.0
615,SPAIN,Female,41.0,4,0.0,2,1.0,0.0,1011687.0,0.0
579,SPAIN,Female,41.0,9,0.0,2,1.0,1.0,1011687.0,0.0
559,SPAIN,Male,41.0,5,0.0,1,0.0,0.0,1011687.0,0.0
498,SPAIN,Male,41.0,2,130969.77,1,1.0,0.0,1011687.0,1.0
617,SPAIN,Male,41.0,2,78885.88,1,1.0,1.0,1011687.0,0.0
642,SPAIN,Female,41.0,6,0.0,1,1.0,0.0,1011687.0,1.0
732,SPAIN,Male,41.0,9,0.0,2,1.0,0.0,1011687.0,0.0
759,SPAIN,Male,41.0,9,0.0,2,1.0,1.0,1011687.0,0.0
608,SPAIN,Female,41.0,7,122823.8,2,1.0,1.0,1011687.0,0.0
773,SPAIN,Male,41.0,3,0.0,2,1.0,1.0,1011687.0,0.0
683,SPAIN,Male,41.0,7,118626.15,1,1.0,0.0,1011687.0,0.0
596,SPAIN,Male,41.0,4,112609.91,1,1.0,0.0,1011687.0,0.0
835,SPAIN,Female,41.0,4,0.0,2,0.0,0.0,1011687.0,0.0
551,SPAIN,Male,41.0,4,0.0,2,1.0,1.0,1011687.0,0.0
726,SPAIN,Male,41.0,6,0.0,2,1.0,1.0,1011687.0,0.0
629,SPAIN,Male,41.0,2,0.0,2,1.0,1.0,1011687.0,0.0
595,SPAIN,Female,41.0,9,0.0,2,1.0,1.0,1011687.0,0.0
596,SPAIN,Male,41.0,9,115462.09,2,1.0,1.0,1011687.0,0.0
559,SPAIN,Male,41.0,3,72948.58,1,1.0,1.0,1011687.0,0.0
695,SPAIN,Male,41.0,10,0.0,1,1.0,1.0,1011687.0,0.0
542,SPAIN,Female,41.0,8,0.0,2,0.0,1.0,1011687.0,0.0
817,SPAIN,Female,41.0,5,0.0,2,1.0,0.0,1011687.0,0.0
757,SPAIN,Female,41.0,7,0.0,2,1.0,0.0,1011687.0,0.0
729,SPAIN,Male,41.0,3,0.0,2,0.0,0.0,1011687.0,0.0
682,SPAIN,Female,41.0,3,129398.32,2,1.0,1.0,1011687.0,0.0
620,SPAIN,Male,41.0,2,0.0,2,1.0,1.0,1011687.0,0.0
711,SPAIN,Female,41.0,4,0.0,2,1.0,0.0,1011687.0,0.0
656,SPAIN,Male,41.0,4,0.0,2,1.0,1.0,1011687.0,0.0
705,SPAIN,Male,41.0,8,125889.3,1,1.0,1.0,1011687.0,0.0
539,SPAIN,Male,41.0,8,0.0,2,1.0,1.0,1011687.0,0.0
569,SPAIN,Female,41.0,2,0.0,2,1.0,1.0,1011687.0,0.0
732,SPAIN,Male,41.0,1,0.0,2,1.0,1.0,1011687.0,0.0
507,SPAIN,Male,41.0,0,0.0,2,1.0,0.0,1011687.0,0.0
555,SPAIN,Female,41.0,5,172478.81,1,1.0,0.0,1011687.0,0.0
775,SPAIN,Male,41.0,4,0.0,2,1.0,0.0,1011687.0,0.0
673,SPAIN,Male,41.0,0,0.0,1,1.0,0.0,1011687.0,0.0
730,SPAIN,Male,41.0,2,0.0,2,0.0,0.0,1011687.0,0.0
569,SPAIN,Female,41.0,5,163715.86,1,1.0,0.0,1011687.0,0.0
646,SPAIN,Male,41.0,4,97792.21,1,1.0,1.0,1011687.0,0.0
592,SPAIN,Female,41.0,9,0.0,2,1.0,1.0,1011687.0,0.0
663,SPAIN,Male,41.0,5,0.0,2,1.0,1.0,1011687.0,0.0
730,SPAIN,Female,41.0,1,0.0,2,0.0,1.0,1011687.0,1.0
592,SPAIN,Female,41.0,5,0.0,2,1.0,1.0,1011687.0,0.0
656,SPAIN,Male,41.0,5,132838.07,1,1.0,0.0,1011687.0,0.0
546,SPAIN,Female,41.0,3,85660.96,3,0.0,0.0,1011687.0,1.0
553,SPAIN,Male,41.0,6,0.0,2,0.0,1.0,1011687.0,0.0
723,SPAIN,Male,41.0,2,0.0,1,0.0,1.0,1011687.0,1.0
771,SPAIN,Female,41.0,5,0.0,2,1.0,0.0,1011687.0,0.0
637,SPAIN,Male,41.0,9,0.0,2,1.0,1.0,1011687.0,0.0
678,SPAIN,Male,41.0,1,0.0,2,0.0,1.0,1011687.0,0.0
746,SPAIN,Male,41.0,5,0.0,1,1.0,1.0,1011687.0,0.0
670,SPAIN,Male,41.0,5,142658.04,2,1.0,0.0,1011687.0,0.0
635,SPAIN,Male,41.0,7,0.0,2,1.0,1.0,1011687.0,0.0
652,SPAIN,Female,41.0,2,133313.38,1,1.0,0.0,1011687.0,0.0
681,SPAIN,Female,41.0,9,0.0,2,1.0,1.0,1011687.0,0.0
684,SPAIN,Male,41.0,9,0.0,2,1.0,1.0,1011687.0,0.0
714,SPAIN,Male,41.0,7,138053.79,1,1.0,1.0,1011687.0,0.0
583,SPAIN,Male,41.0,1,0.0,2,1.0,0.0,1011687.0,0.0
838,SPAIN,Female,41.0,5,0.0,2,1.0,0.0,1011687.0,0.0
693,SPAIN,Male,41.0,1,0.0,2,1.0,0.0,1011687.0,0.0
637,SPAIN,Female,41.0,1,109508.66,1,0.0,0.0,1011687.0,1.0
723,SPAIN,Female,41.0,4,0.0,1,1.0,0.0,1011687.0,1.0
669,SPAIN,Male,41.0,2,0.0,1,1.0,1.0,1011687.0,0.0
598,SPAIN,Male,41.0,5,147167.25,1,1.0,0.0,1011687.0,1.0
614,SPAIN,Male,41.0,9,179915.85,2,1.0,0.0,1011687.0,0.0
588,SPAIN,Male,41.0,5,0.0,1,1.0,1.0,1011687.0,0.0
752,SPAIN,Male,41.0,7,0.0,2,1.0,0.0,1011687.0,0.0
719,SPAIN,Female,41.0,4,0.0,2,1.0,0.0,1011687.0,0.0
613,SPAIN,Male,41.0,2,131593.66,1,0.0,1.0,1011687.0,0.0
802,SPAIN,Female,41.0,4,0.0,2,1.0,1.0,1011687.0,0.0
554,SPAIN,Male,41.0,5,0.0,2,1.0,0.0,1011687.0,0.0
731,SPAIN,Male,41.0,2,0.0,1,1.0,1.0,1011687.0,0.0
769,SPAIN,Female,41.0,7,0.0,2,1.0,1.0,1011687.0,0.0
704,SPAIN,Female,41.0,9,155619.58,1,1.0,1.0,1011687.0,0.0
562,SPAIN,Male,41.0,9,108431.87,1,1.0,1.0,1011687.0,0.0
678,SPAIN,Male,41.0,9,0.0,1,1.0,0.0,1011687.0,0.0
637,SPAIN,Male,41.0,8,0.0,1,1.0,0.0,1011687.0,0.0
595,SPAIN,Female,41.0,9,100524.69,1,1.0,1.0,1011687.0,0.0
847,SPAIN,Female,41.0,6,0.0,1,1.0,0.0,1011687.0,0.0
653,SPAIN,Male,41.0,7,0.0,2,0.0,1.0,1011687.0,0.0
683,SPAIN,Female,41.0,7,0.0,2,1.0,1.0,1011687.0,0.0
717,SPAIN,Male,41.0,3,0.0,2,1.0,1.0,1011687.0,0.0
729,SPAIN,Male,41.0,2,135095.47,3,1.0,0.0,1011687.0,1.0
558,SPAIN,Female,41.0,9,0.0,1,1.0,0.0,1011687.0,1.0
686,SPAIN,Female,41.0,9,0.0,2,1.0,1.0,1011687.0,0.0
708,SPAIN,Female,41.0,2,0.0,1,1.0,0.0,1011687.0,0.0
676,SPAIN,Male,41.0,2,0.0,2,1.0,1.0,1011687.0,0.0
662,SPAIN,Male,41.0,8,103907.28,2,1.0,0.0,1011687.0,0.0
706,SPAIN,Female,41.0,9,0.0,2,1.0,0.0,1011687.0,0.0
587,SPAIN,Male,41.0,8,0.0,2,0.0,1.0,1011687.0,0.0
691,SPAIN,Male,41.0,7,0.0,2,1.0,1.0,1011687.0,0.0
589,SPAIN,Female,41.0,3,0.0,2,1.0,1.0,1011687.0,0.0
657,SPAIN,Male,41.0,0,98879.71,1,1.0,1.0,1011687.0,0.0
751,SPAIN,Female,41.0,2,0.0,2,1.0,1.0,1011687.0,0.0
493,SPAIN,Male,41.0,4,0.0,1,1.0,1.0,1011687.0,0.0
684,SPAIN,Female,41.0,4,0.0,1,1.0,0.0,1011687.0,0.0
628,SPAIN,Female,41.0,2,0.0,1,1.0,1.0,1011687.0,0.0
652,SPAIN,Female,41.0,8,0.0,2,1.0,0.0,1011687.0,0.0
598,SPAIN,Male,41.0,7,0.0,2,1.0,1.0,1011687.0,0.0
664,SPAIN,Male,41.0,0,0.0,1,1.0,1.0,1011687.0,0.0
624,SPAIN,Female,41.0,7,0.0,1,1.0,0.0,1011687.0,1.0
667,SPAIN,Male,41.0,5,147171.2,1,0.0,1.0,1011687.0,0.0
679,SPAIN,Male,41.0,4,0.0,1,0.0,0.0,1011687.0,0.0
745,SPAIN,Female,41.0,4,0.0,2,1.0,0.0,1011687.0,0.0
624,SPAIN,Male,41.0,1,0.0,2,0.0,1.0,1011687.0,0.0
790,SPAIN,Female,41.0,9,109508.68,1,0.0,0.0,1011687.0,0.0
595,SPAIN,Male,41.0,7,0.0,1,1.0,1.0,1011687.0,0.0
438,SPAIN,Male,41.0,3,113657.53,1,1.0,0.0,1011687.0,0.0
568,SPAIN,Female,41.0,9,99010.67,1,0.0,1.0,1011687.0,0.0
684,SPAIN,Female,41.0,7,0.0,1,1.0,1.0,1011687.0,1.0
652,SPAIN,Female,41.0,2,0.0,2,0.0,0.0,1011687.0,0.0
517,SPAIN,Male,41.0,2,0.0,2,0.0,1.0,1011687.0,0.0
727,SPAIN,Female,41.0,7,0.0,2,1.0,1.0,1011687.0,0.0
614,SPAIN,Female,41.0,7,0.0,2,0.0,0.0,1011687.0,0.0
793,SPAIN,Male,41.0,2,0.0,1,1.0,0.0,1011687.0,0.0
586,SPAIN,Female,41.0,1,140197.18,1,0.0,1.0,1011687.0,0.0
657,SPAIN,Male,41.0,9,112119.48,1,0.0,0.0,1011687.0,0.0
714,SPAIN,Male,41.0,7,0.0,1,1.0,1.0,1011687.0,0.0
741,SPAIN,Female,41.0,4,0.0,1,1.0,0.0,1011687.0,1.0
605,SPAIN,Male,41.0,9,0.0,1,1.0,1.0,1011687.0,0.0
732,SPAIN,Male,41.0,6,0.0,2,1.0,0.0,1011687.0,0.0
786,SPAIN,Male,41.0,9,0.0,2,1.0,0.0,1011687.0,0.0
694,SPAIN,Female,41.0,4,0.0,1,0.0,1.0,1011687.0,1.0
558,SPAIN,Male,41.0,1,132838.52,1,1.0,1.0,1011687.0,0.0
593,SPAIN,Male,41.0,5,0.0,2,0.0,1.0,1011687.0,0.0
554,SPAIN,Female,41.0,1,122265.21,1,1.0,1.0,1011687.0,1.0
616,SPAIN,Male,41.0,2,80974.84,1,1.0,1.0,1011687.0,0.0
616,SPAIN,Female,41.0,1,0.0,2,1.0,1.0,1011687.0,0.0
645,SPAIN,Male,41.0,8,0.0,2,1.0,1.0,1011687.0,0.0
635,SPAIN,Female,41.0,4,0.0,1,1.0,0.0,1011687.0,0.0
712,SPAIN,Male,41.0,2,0.0,1,1.0,0.0,1011687.0,1.0
593,SPAIN,Male,41.0,1,0.0,1,1.0,0.0,1011687.0,0.0
657,SPAIN,Male,41.0,5,109402.13,1,1.0,1.0,1011687.0,0.0
796,SPAIN,Female,41.0,3,0.0,2,1.0,0.0,1011687.0,0.0
667,SPAIN,Male,41.0,2,0.0,2,1.0,1.0,1011687.0,0.0
705,SPAIN,Female,41.0,5,86147.46,1,1.0,0.0,1011687.0,0.0
677,SPAIN,Male,41.0,9,0.0,1,1.0,0.0,1011687.0,0.0
594,SPAIN,Female,41.0,1,0.0,1,1.0,1.0,1011687.0,1.0
657,SPAIN,Male,41.0,6,112119.48,1,1.0,1.0,1011687.0,1.0
526,SPAIN,Female,41.0,6,138901.61,1,0.0,0.0,1011687.0,0.0
613,SPAIN,Female,41.0,8,154206.07,2,1.0,0.0,1011687.0,1.0
652,SPAIN,Male,41.0,6,0.0,2,1.0,1.0,1011687.0,0.0
836,SPAIN,Male,41.0,5,150302.84,1,1.0,1.0,1011687.0,0.0
598,SPAIN,Female,41.0,2,0.0,2,0.0,1.0,1011687.0,0.0
680,SPAIN,Female,41.0,1,0.0,2,0.0,0.0,1011687.0,0.0
641,SPAIN,Female,41.0,7,0.0,2,0.0,1.0,1011687.0,0.0
710,SPAIN,Male,41.0,1,122773.6,1,0.0,0.0,1011687.0,0.0
606,SPAIN,Female,41.0,8,0.0,1,1.0,0.0,1011687.0,0.0
710,SPAIN,Female,41.0,9,84906.45,1,0.0,1.0,1011687.0,0.0
677,SPAIN,Female,41.0,6,0.0,2,1.0,1.0,1011687.0,0.0
610,SPAIN,Female,41.0,9,0.0,1,0.0,0.0,1011687.0,0.0
632,SPAIN,Male,41.0,5,0.0,2,1.0,0.0,1011687.0,0.0
722,SPAIN,Female,41.0,4,132576.15,1,1.0,1.0,1011687.0,0.0
539,SPAIN,Female,41.0,3,104822.24,1,1.0,0.0,1011687.0,0.0
576,SPAIN,Male,41.0,10,0.0,2,0.0,1.0,1011687.0,0.0
630,SPAIN,Male,41.0,9,84906.45,1,1.0,1.0,1011687.0,0.0
754,SPAIN,Female,41.0,4,121216.32,1,1.0,0.0,1011687.0,0.0
667,SPAIN,Male,41.0,8,0.0,2,1.0,0.0,1011687.0,0.0
553,SPAIN,Male,41.0,6,140576.11,1,0.0,1.0,1011687.0,1.0
632,SPAIN,Male,41.0,5,0.0,2,1.0,0.0,1011687.0,0.0
793,SPAIN,Male,41.0,3,74274.87,2,1.0,1.0,1011687.0,0.0
559,SPAIN,Male,41.0,8,0.0,2,0.0,1.0,1011687.0,0.0
488,SPAIN,Female,41.0,4,0.0,2,0.0,1.0,1011687.0,0.0
802,SPAIN,Male,41.0,3,0.0,2,1.0,1.0,1011687.0,0.0
598,SPAIN,Male,41.0,8,0.0,2,1.0,0.0,1011687.0,0.0
721,SPAIN,Female,41.0,6,109402.13,1,1.0,0.0,1011687.0,0.0
756,SPAIN,Female,41.0,6,112494.99,1,0.0,0.0,1011687.0,1.0
782,SPAIN,Female,41.0,9,0.0,1,1.0,0.0,1011687.0,0.0
646,SPAIN,Female,41.0,2,103863.34,1,0.0,0.0,1011687.0,1.0
679,SPAIN,Female,41.0,7,0.0,2,1.0,1.0,1011687.0,0.0
630,SPAIN,Male,41.0,8,0.0,2,1.0,1.0,1011687.0,0.0
651,SPAIN,Female,41.0,3,0.0,2,0.0,1.0,1011687.0,0.0
771,SPAIN,Female,41.0,0,0.0,2,1.0,1.0,1011687.0,0.0
596,SPAIN,Male,41.0,5,0.0,2,0.0,0.0,1011687.0,0.0
637,SPAIN,Female,41.0,4,0.0,2,1.0,1.0,1011687.0,0.0
659,SPAIN,Female,41.0,9,0.0,2,1.0,1.0,1011687.0,0.0
744,SPAIN,Male,41.0,0,0.0,2,1.0,1.0,1011687.0,0.0
586,SPAIN,Female,41.0,2,63873.56,1,1.0,0.0,1011687.0,1.0
700,SPAIN,Female,41.0,2,0.0,1,1.0,1.0,1011687.0,0.0
715,SPAIN,Male,41.0,9,0.0,2,1.0,1.0,1011687.0,0.0
571,SPAIN,Female,41.0,3,0.0,2,1.0,0.0,1011687.0,0.0
691,SPAIN,Female,41.0,4,0.0,1,1.0,1.0,1011687.0,0.0
589,SPAIN,Female,41.0,9,0.0,2,1.0,1.0,1011687.0,0.0
648,SPAIN,Male,41.0,5,107586.49,2,1.0,1.0,1011687.0,0.0
661,SPAIN,Female,41.0,7,179915.85,1,0.0,1.0,1011687.0,0.0
746,SPAIN,Male,41.0,9,0.0,2,1.0,1.0,1011687.0,0.0
456,SPAIN,Female,41.0,9,147506.25,2,1.0,1.0,1011687.0,0.0
563,SPAIN,Male,41.0,7,0.0,2,0.0,0.0,1011687.0,0.0
554,SPAIN,Female,41.0,1,165536.22,1,1.0,1.0,1011687.0,0.0
488,SPAIN,Female,41.0,4,131955.07,1,1.0,1.0,1011687.0,0.0
681,SPAIN,Male,41.0,9,0.0,1,1.0,1.0,1011687.0,0.0
751,SPAIN,Female,41.0,6,0.0,2,1.0,1.0,1011687.0,0.0
606,SPAIN,Male,41.0,9,108632.48,1,1.0,1.0,1011687.0,1.0
697,SPAIN,Female,41.0,5,0.0,1,1.0,1.0,1011687.0,1.0
619,SPAIN,Female,41.0,5,0.0,2,1.0,1.0,1011687.0,0.0
619,SPAIN,Male,41.0,2,0.0,2,0.0,0.0,1011687.0,0.0
709,SPAIN,Male,41.0,1,0.0,2,1.0,0.0,1011687.0,0.0
652,SPAIN,Female,41.0,9,87945.97,1,0.0,0.0,1011687.0,1.0
641,SPAIN,Female,41.0,6,106036.97,1,1.0,1.0,1011687.0,0.0
604,SPAIN,Male,41.0,4,0.0,2,1.0,0.0,1011687.0,0.0
641,SPAIN,Male,41.0,1,0.0,2,0.0,1.0,1011687.0,0.0
710,SPAIN,Female,41.0,1,148883.09,1,0.0,0.0,1011687.0,0.0
686,SPAIN,Female,41.0,0,0.0,1,1.0,0.0,1011687.0,0.0
627,SPAIN,Male,41.0,4,127132.96,1,0.0,1.0,1011687.0,0.0
502,SPAIN,Male,41.0,3,0.0,2,1.0,0.0,1011687.0,0.0
636,SPAIN,Female,41.0,5,0.0,2,0.0,1.0,1011687.0,0.0
614,SPAIN,Female,41.0,5,0.0,1,1.0,0.0,1011687.0,0.0
636,SPAIN,Female,41.0,4,0.0,1,1.0,0.0,1011687.0,1.0
578,SPAIN,Female,41.0,7,0.0,2,1.0,0.0,1011687.0,0.0
598,SPAIN,Male,41.0,6,0.0,2,0.0,1.0,1011687.0,0.0
773,SPAIN,Female,41.0,4,0.0,2,0.0,1.0,1011687.0,0.0
496,SPAIN,Female,41.0,4,0.0,2,1.0,1.0,1011687.0,0.0
539,SPAIN,Male,41.0,2,0.0,2,1.0,1.0,1011687.0,0.0
757,SPAIN,Female,41.0,6,133871.05,1,1.0,1.0,1011687.0,0.0
692,SPAIN,Male,41.0,1,0.0,2,0.0,1.0,1011687.0,0.0
722,SPAIN,Male,41.0,9,0.0,2,1.0,0.0,1011687.0,0.0
738,SPAIN,Male,41.0,4,0.0,2,1.0,1.0,1011687.0,0.0
714,SPAIN,Female,41.0,8,0.0,2,1.0,1.0,1011687.0,0.0
596,SPAIN,Male,41.0,4,0.0,2,1.0,0.0,1011687.0,1.0
678,SPAIN,Male,41.0,6,0.0,2,1.0,0.0,1011687.0,0.0
571,SPAIN,Male,41.0,4,0.0,1,0.0,0.0,1011687.0,0.0
601,SPAIN,Female,41.0,9,0.0,2,1.0,1.0,1011687.0,0.0
545,SPAIN,Female,41.0,7,61172.42,1,1.0,0.0,1011687.0,0.0
537,SPAIN,Male,41.0,3,0.0,2,1.0,1.0,1011687.0,0.0
716,SPAIN,Male,41.0,4,0.0,2,1.0,0.0,1011687.0,0.0
749,SPAIN,Female,41.0,6,0.0,2,1.0,0.0,1011687.0,0.0
605,SPAIN,Male,41.0,0,0.0,2,0.0,1.0,1011687.0,0.0
686,SPAIN,Male,41.0,7,0.0,2,1.0,1.0,1011687.0,0.0
682,SPAIN,Male,41.0,1,123971.16,1,1.0,0.0,1011687.0,0.0
632,SPAIN,Male,41.0,8,0.0,2,0.0,0.0,1011687.0,0.0
651,SPAIN,Female,41.0,5,0.0,1,1.0,1.0,1011687.0,0.0
676,SPAIN,Male,41.0,1,136825.33,1,1.0,0.0,1011687.0,0.0
774,SPAIN,Female,41.0,8,110646.54,1,0.0,0.0,1011687.0,1.0
590,SPAIN,Female,41.0,1,92786.66,1,1.0,0.0,1011687.0,0.0
627,SPAIN,Male,41.0,1,154963.61,2,1.0,0.0,1011687.0,0.0
730,SPAIN,Male,41.0,6,0.0,1,1.0,0.0,1011687.0,1.0
596,SPAIN,Male,41.0,7,0.0,2,1.0,0.0,1011687.0,0.0
667,SPAIN,Female,41.0,4,0.0,2,0.0,1.0,1011687.0,0.0
765,SPAIN,Female,41.0,7,102962.62,1,1.0,1.0,1011687.0,0.0
841,SPAIN,Male,41.0,1,122449.31,1,0.0,0.0,1011687.0,0.0
592,SPAIN,Female,41.0,1,91718.69,2,0.0,1.0,1011687.0,0.0
652,SPAIN,Female,41.0,1,0.0,1,1.0,0.0,1011687.0,1.0
673,SPAIN,Male,41.0,5,0.0,2,1.0,0.0,1011687.0,0.0
707,SPAIN,Male,41.0,0,132643.53,1,1.0,0.0,1011687.0,0.0
702,SPAIN,Male,41.0,2,103549.24,1,1.0,0.0,1011687.0,0.0
619,SPAIN,Male,41.0,4,0.0,1,1.0,1.0,1011687.0,0.0
620,SPAIN,Male,41.0,9,0.0,2,0.0,0.0,1011687.0,0.0
679,SPAIN,Female,41.0,8,0.0,2,1.0,1.0,1011687.0,0.0
754,SPAIN,Female,41.0,3,141789.15,1,1.0,1.0,1011687.0,0.0
509,SPAIN,Male,41.0,7,126683.8,1,1.0,1.0,1011687.0,1.0
712,SPAIN,Female,41.0,9,58003.41,1,1.0,0.0,1011687.0,1.0
619,SPAIN,Female,41.0,3,113674.2,1,0.0,1.0,1011687.0,0.0
573,SPAIN,Male,41.0,8,0.0,2,1.0,1.0,1011687.0,0.0
646,SPAIN,Male,41.0,5,0.0,2,1.0,0.0,1011687.0,0.0
710,SPAIN,Male,41.0,7,0.0,2,1.0,1.0,1011687.0,0.0
553,SPAIN,Male,41.0,9,0.0,2,1.0,1.0,1011687.0,0.0
513,SPAIN,Male,41.0,1,0.0,1,0.0,0.0,1011687.0,1.0
773,SPAIN,Female,41.0,7,70233.74,2,1.0,1.0,1011687.0,0.0
537,SPAIN,Female,41.0,7,0.0,2,1.0,0.0,1011687.0,0.0
671,SPAIN,Female,41.0,4,0.0,2,1.0,0.0,1011687.0,0.0
656,SPAIN,Female,41.0,10,0.0,2,1.0,1.0,1011687.0,0.0
461,SPAIN,Male,41.0,1,0.0,1,1.0,0.0,1011687.0,1.0
757,SPAIN,Female,41.0,6,0.0,1,1.0,0.0,1011687.0,1.0
771,SPAIN,Female,41.0,5,0.0,2,1.0,1.0,1011687.0,0.0
619,SPAIN,Male,41.0,4,0.0,1,0.0,1.0,1011687.0,1.0
648,SPAIN,Female,41.0,8,0.0,2,1.0,1.0,1011687.0,0.0
